local_day,latitude,longitude,irt_shade_day_mean,irt_shade_day_peak,irt_swbgt_day_mean,irt_swbgt_day_peak,bernard_day_mean,bernard_day_peak,liljegren_day_mean,liljegren_day_peak,t_c_day_mean,t_c_day_peak,rh_day_mean,irt_shade_deployed,irt_swbgt_deployed
2024-05-21,17.0,79.25,28.835081001354183,30.65519814962132,34.697922178426545,36.44531307123613,28.841029427891133,30.565797200533034,30.169371084189617,33.75578649858147,33.68178,38.440826,58.839900181900504,29.072564965446745,35.098779243601015
2024-05-21,17.0,79.5,28.99489404942635,30.77461695725959,35.05347045434575,36.899603381070605,29.01133174448728,30.71240506122537,30.433052597304755,34.66200751957547,33.305805,37.606842,62.41630348535109,29.163416739860345,35.35220615515452
2024-05-21,17.0,79.75,29.077762711874044,30.72990136206363,35.26511840798647,37.00955273195876,29.10106213320974,30.678414595473182,30.58094213297717,35.21391829961726,33.01601,37.08731,65.15098048362593,29.219840480493943,35.52582619041083
2024-05-21,17.0,80.0,29.172415702803935,30.90887754844927,35.437220199604944,37.17857448082179,29.195623250590174,30.855647354710896,30.43951406966275,34.59127916670241,32.934956,37.10721,66.62623545116797,29.31777990322034,35.71140159552823
2024-05-21,17.0,80.25,29.2278986902754,31.058156874756087,35.538908608811944,37.42747242239122,29.250158063701903,31.007891044529117,30.461557841945552,34.784560320514856,32.880108,37.23416,67.5918860583515,29.37916038512224,35.82921791636661
2024-05-21,17.0,80.5,29.1511082719864,31.058772765402004,35.454234757344544,37.48064610290271,29.17512256487301,31.014536013078672,30.38344754018385,34.74759807055415,32.71344,37.068146,68.26972446846747,29.300226378064316,35.742669732806775
2024-05-21,17.0,80.75,28.967952935226098,30.784519990181547,35.22708292230684,37.089779354538834,28.99495377246782,30.742520855765807,30.158658016097586,34.476217504783904,32.42226,36.696686,69.07341498090656,29.11675531051991,35.51531527177077
2024-05-21,17.0,81.0,28.82034356166581,30.783985590817146,35.13528386533599,37.28156513006948,28.85739604203263,30.764690863399068,30.01153089828689,34.32093441740733,31.858215,36.068146,72.18099922508505,28.93218830730218,35.35631992457462
2024-05-21,17.25,77.0,27.701049383018656,30.299002284794213,33.085933343757155,35.83772404976037,27.714546710886665,30.205993365372187,29.098119726743146,34.6366455436264,33.128887,38.49991,53.74774669445469,27.91864420673427,33.40545669240736
2024-05-21,17.25,77.25,27.632002515798387,30.067230280028255,33.11619948049978,35.69409682236803,27.65622769860573,29.98885299854488,29.144031080470302,34.685144297773945,32.51186,37.78311,57.451556351025154,27.818692605652636,33.40212496705256
2024-05-21,17.25,77.5,27.386038364592988,29.763192393989698,32.93131060695132,35.4167844908432,27.42477631718106,29.697024493143356,28.952918133421246,34.716156380417715,31.660706,36.822174,61.77877595862051,27.55041574519349,33.19277335825662
